normalized,pnsp_compound,pur_chemname,pur_chem_code,cfr180_chemical,cfr180_section,n_sources
FLUOPICOLIDE,FLUOPICOLIDE,FLUOPICOLIDE,5949,Fluopicolide,180.627,3
FLUOPYRAM,FLUOPYRAM,FLUOPYRAM,6004,Fluopyram,180.661,3
FLUOPYRAMBENZAMIDE,,FLUOPYRAM-BENZAMIDE,6253,,,1
FLUORIDAMID,,FLUORIDAMID,2669,,,1
FLUORIDAMIDDIETHANOLAMINE,,"FLUORIDAMID, DIETHANOLAMINE SALT",1782,,,1
FLUORINECOMPOUNDS,,,,Fluorine compounds,180.145,1
FLUORODIFEN,,FLUORODIFEN,1822,,,1
FLUOROPHENE,,FLUOROPHENE,1651,,,1
FLUOROSILICIC,,FLUOROSILICIC ACID,6248,,,1
FLUOXAPIPROLIN,,,,Fluoxapiprolin,180.732,1
FLUOXASTROBIN,FLUOXASTROBIN,FLUOXASTROBIN,5915,Fluoxastrobin,180.609,3
FLUPYRADIFURONE,,FLUPYRADIFURONE,6098,Flupyradifurone,180.679,2
FLUQUINCONAZOLE,,FLUQUINCONAZOLE,6101,,,1
FLURECOLMETHYL,,FLURECOL-METHYL,1436,,,1
FLURIDONE,FLURIDONE,FLURIDONE,2279,Fluridone,180.42,3
FLUROXYPYR,FLUROXYPYR,FLUROXYPYR,5768,,,2
FLUROXYPYR1METHYLHEPTYL,,"FLUROXYPYR, 1-METHYLHEPTYL ESTER",5918,Fluroxypyr 1-methylheptyl ester,180.535,2
FLURPRIMIDOL,,FLURPRIMIDOL,2320,,,1
FLUSILAZOLE,,FLUSILAZOLE,2278,,,1
FLUTHIACETMETHYL,FLUTHIACET-METHYL,,,Fluthiacet-methyl,180.551,2
FLUTIANIL,,FLUTIANIL,6172,Flutianil,180.697,2
FLUTOLANIL,FLUTOLANIL,FLUTOLANIL,2305,Flutolanil,180.484,3
FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,5971,Flutriafol,180.629,3
FLUVALINATETAU,FLUVALINATE-TAU,,,,,1
FLUXAMETAMIDE,,,,Fluxametamide,180.715,1
FLUXAPYROXAD,FLUXAPYROXAD,FLUXAPYROXAD,6033,Fluxapyroxad,180.666,3
FOLIC,,FOLIC ACID,6352,,,1
FOLPET,,FOLPET,294,Folpet,180.191,2
FOMESAFEN,FOMESAFEN,,,Fomesafen,180.433,2
FOMESAFENSODIUM,,FOMESAFEN SODIUM,5086,,,1
FOMESFOMENTARIUSEXTRACT,,FOMES FOMENTARIUS EXTRACT,6303,,,1
FONOFOS,,FONOFOS,254,,,1
FONOFOSOXON,,FONOFOS OXON,6085,,,1
FORAMSULFURON,FORAMSULFURON,FORAMSULFURON,5851,,,2
FORCHLORFENURON,,FORCHLORFENURON,5557,Forchlorfenuron,180.569,2
FORMALDEHYDE,,FORMALDEHYDE,295,,,1
FORMETANATE,FORMETANATE,,,,,1
FORMETANATEHYDROCHLORIDE,,FORMETANATE HYDROCHLORIDE,111,Formetanate hydrochloride,180.276,2
FORMIC,,FORMIC ACID,3208,,,1
FORMULATIONOFCELLSOFYEASTMETSCHNIKOWIAFRUCTICOLA,,FORMULATION OF CELLS OF YEAST METSCHNIKOWIA FRUCTICOLA,6458,,,1
FOSAMINE,,"FOSAMINE, AMMONIUM SALT",1921,,,1
FOSETYL,FOSETYL,,,,,1
FOSETYLAL,,FOSETYL-AL,2210,,,1
FOSPIRATE,,FOSPIRATE,1856,,,1
FOSTHIAZATE,,FOSTHIAZATE,2325,Fosthiazate,180.596,2
FOXURINE,,FOX URINE,5926,,,1
FRAGRANCE1256H,,FRAGRANCE 1256 H,2575,,,1
FRAGRANCEFORMOSQUITOREPELLENTP7510,,FRAGRANCE FOR MOSQUITO REPELLENT P-7510,3007,,,1
FRAGRANCEN5716,,FRAGRANCE N-5716,3852,,,1
FRAGRANCEORANGE418228,,FRAGRANCE ORANGE 418228,3889,,,1
FRAGRANCEPNLF6986,,FRAGRANCE PNLF 6986,3563,,,1
FRAGRANCERS2661,,FRAGRANCE RS-2661,3891,,,1
FRANTEURIAAURANTIA,,FRANTEURIA AURANTIA,6348,,,1
FREEFATTYACIDSANDORAMINE,,FREE FATTY ACIDS AND/OR AMINE SALTS,1198,,,1
FREON12,,FREON 12,1459,,,1
FRONTALIN,,FRONTALIN,6176,,,1
FRUCTOSE,,FRUCTOSE,5742,,,1
FUMARIC,,FUMARIC ACID,297,,,1
FURANEOL15PG,,FURANEOL 15% P.G.,2576,,,1
FURFURAL,,FURFURAL,1522,,,1
FURILAZOLE,,,,Furilazole,180.471,1
GALLEX,GALLEX,,,,,1
GAMMAAMINOBUTYRIC,GAMMA AMINOBUTYRIC ACID,GAMMA AMINOBUTYRIC ACID,5160,,,2
GAMMABUTYROLACTONE,,GAMMA-BUTYROLACTONE,2436,,,1
GAMMACYHALOTHRIN,,GAMMA-CYHALOTHRIN,5877,,,1
GANODERMARESINACEUMEXTRACTS,,"GANODERMA RESINACEUM, EXTRACTS",6304,,,1
GARDOL,,GARDOL,3210,,,1
GARLIC,,GARLIC,2213,,,1
GASOLINE,,GASOLINE,1899,,,1
GELATIN,,GELATIN,3660,,,1
GENTIANVIOLET,,GENTIAN VIOLET,1270,,,1
GERANIOL,,GERANIOL,309,,,1
GERMABENII,,GERMABEN II,2579,,,1
GERMANCOCKROACHPHEROMONE,,GERMAN COCKROACH PHEROMONE,5132,,,1
GIBBERELLIC,GIBBERELLIC ACID,,,,,1
GIBBERELLINS,,"GIBBERELLINS|GIBBERELLINS, POTASSIUM SALT",310|771,,,1
GIVAUDANMUQUETPA6664,,GIVAUDAN MUQUET PA-6664,2580,,,1
GLIOCLADIUMVIRENSGL21,,GLIOCLADIUM VIRENS GL-21 (SPORES),3854,,,1
GLUE,,GLUE,3661,,,1
GLUFOSINATE,GLUFOSINATE,,,Glufosinate,180.473,2
GLUFOSINATEAMMONIUM,,GLUFOSINATE-AMMONIUM,3946,,,1
GLUTAMIC,,GLUTAMIC ACID,5159,,,1
GLUTARALDEHYDE,,GLUTARALDEHYDE,139,,,1
GLYCERINE,,GLYCERINE,6221,,,1
GLYCEROL,,GLYCEROL,1147,,,1
GLYCERYLDIACETATE,,GLYCERYL DIACETATE,6008,,,1
GLYCERYLPAMINOBENZOATE,,GLYCERYL P-AMINOBENZOATE,2205,,,1
GLYCERYLRICINIOLEATE,,GLYCERYL RICINIOLEATE,3214,,,1
GLYCERYLSTEARATE,,GLYCERYL STEARATE,2582,,,1
GLYCIDYLETHER,,GLYCIDYL ETHER,6056,,,1
GLYCINEOFTALLOILFATTYACIDS,,GLYCINE OF TALL OIL FATTY ACIDS,3662,,,1
GLYCOLDISTEARATE,,GLYCOL DISTEARATE,3215,,,1
GLYCOLIC,,GLYCOLIC ACID,934,,,1
GLYCOLSTEARATE,,GLYCOL STEARATE,3216,,,1
GLYCOLURIL,,GLYCOLURIL,3901,,,1
GLYPHOSATE,GLYPHOSATE,"GLYPHOSATE|GLYPHOSATE, POTASSIUM SALT",2997|5820,Glyphosate,180.364,3
GLYPHOSATEDIAMMONIUM,,"GLYPHOSATE, DIAMMONIUM SALT",5810,,,1
GLYPHOSATEDIMETHYLAMINE,,"GLYPHOSATE, DIMETHYLAMINE SALT",5972,,,1
GLYPHOSATEISOPROPYLAMINE,,"GLYPHOSATE, ISOPROPYLAMINE SALT",1855,,,1
GLYPHOSATEMONOAMMONIUM,,"GLYPHOSATE, MONOAMMONIUM SALT",2301,,,1
GLYPHOSATESODIUMSESQUI,,"GLYPHOSATE, SODIUM SESQUI SALT",2275,,,1
GLYPHOSATETRIMESIUM,,GLYPHOSATE-TRIMESIUM,2327,,,1
GONADOTROPINRELEASINGHORMONE,,GONADOTROPIN RELEASING HORMONE ,6468,,,1
GRANITE,,GRANITE,3663,,,1
GRAPEPOMACE,,GRAPE POMACE,5145,,,1
GRAPHITE,,GRAPHITE,3217,,,1
GREENMLIQUIDDYE,,GREEN M LIQUID DYE,3840,,,1
GREENVITRIOL,,GREEN VITRIOL,1687,,,1
GROUNDCORNCOBS,,GROUND CORN COBS,2583,,,1
GROUNDOATS,,GROUND OATS,3664,,,1
GROUNDRICEHULLS,,GROUND RICE HULLS,2584,,,1
GROUNDSESAMEPLANT,,GROUND SESAME PLANT,2585,,,1
GSOMEGAKAPPAHXTXHV1A,,GS-OMEGA/KAPPA-HXTX-HV1A (VERSITUDE PEPTIDE),6089,,,1
GUARGUM,,GUAR GUM,3666,,,1
GUMTRAGACANTH,,GUM TRAGACANTH,3218,,,1
GYPSYMOTHNPV,,GYPSY MOTH NPV,5077,,,1
HALAUXIFENMETHYL,,HALAUXIFEN-METHYL,6314,Halauxifen-methyl,180.691,2
HALAZONE,,HALAZONE,316,,,1
HALOFENOZIDE,,HALOFENOZIDE,5019,,,1
HALOSULFURON,HALOSULFURON,,,,,1
HALOSULFURONMETHYL,,HALOSULFURON-METHYL,3919,Halosulfuron-methyl,180.479,2
HALOXYFOP,,HALOXYFOP,6204,,,1
HALOXYFOPPMETHYL,,HALOXYFOP-P-METHYL (C-14),6453,,,1
HARPINPROTEIN,HARPIN PROTEIN,HARPIN PROTEIN,5761,,,2
HASSOLVENT,,H.A.S. SOLVENT,2586,,,1
HEARTSOFCORNFLOUR,,HEARTS OF CORN FLOUR,3667,,,1
HELICOVERPAARMIGERANUCLEOPOLYHEDROVIRUSSTRAINBV0003,,"HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS, STRAIN BV-0003",6189,,,1
HEPTACHLOR,,HEPTACHLOR,317,,,1
HEPTACHLOREPOXIDE,,HEPTACHLOR EPOXIDE,4073,,,1
HEPTACHLOROTHERRELATED,,"HEPTACHLOR, OTHER RELATED",90317,,,1
HEPTADECYLHYDROXYETHYLIMIDAZOLINEPHOSPHATE,,HEPTADECYL HYDROXYETHYL IMIDAZOLINE PHOSPHATE,1729,,,1
HEPTAMETHYLTRISILOXANE13PROPANEDIOLETHERETHOXYLATEDPROPOXYLATED,,"HEPTAMETHYLTRISILOXANE-1,3-PROPANEDIOL ETHER, ETHOXYLATED PROPOXYLATED",5827,,,1
HEPTAMETHYLTRISILOXANEETHOXYLATED,,HEPTAMETHYLTRISILOXANE ETHOXYLATED,4009,,,1
HEPTYLBUTYRATE,,HEPTYL BUTYRATE,3668,,,1
HEXACHLOROACETONE,,HEXACHLOROACETONE,320,,,1
HEXACHLOROACETONEOTHERRELATED,,"HEXACHLOROACETONE, OTHER RELATED",90320,,,1
HEXACHLOROBENZENE,,HEXACHLOROBENZENE,321,,,1
HEXACHLORODIBENZOPDIOXIN,,HEXACHLORO DIBENZO-P-DIOXIN,2587,,,1
HEXACHLOROPHENE,,"HEXACHLOROPHENE|HEXACHLOROPHENE, SODIUM SALT",322|413,,,1
HEXACONAZOLE,,HEXACONAZOLE,6278,,,1
HEXADECYLCYCLOPROPANECARBOXYLATE,,HEXADECYL CYCLOPROPANE CARBOXYLATE,1968,,,1
HEXADECYLDIMETHYLBENZYLAMMONIUMCHLORIDE,,HEXADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE,1168,,,1
HEXAFLUMURON,,HEXAFLUMURON,3899,,,1
HEXAHEXYLDISTANNOXANE,,HEXAHEXYLDISTANNOXANE,2590,,,1
HEXAHYDRICALCOHOL,,HEXAHYDRIC ALCOHOL,1384,,,1
HEXAHYDRO135TRIETHYLSTRIAZINE,,"HEXAHYDRO-1,3,5-TRIETHYL-S-TRIAZINE",1670,,,1
HEXAHYDRO135TRIS2HYDROXYPROPYLSTRIAZINE,,"HEXAHYDRO-1,3,5-TRIS-2-HYDROXYPROPYL-S-TRIAZINE",1915,,,1
HEXAHYDRO135TRISSTRIAZINE,,"HEXAHYDRO-1,3,5-TRIS (2-HYDROXYETHYL)-S-TRIAZINE",1171,,,1
HEXAMETHYLENEHYDROCHLORIDE,,HEXAMETHYLENE HYDROCHLORIDE,3226,,,1
HEXAMINE,,HEXAMINE,2591,,,1
HEXANEDITHIOLDIACETATE,,HEXANE DITHIOL DIACETATE,2592,,,1
HEXANOIC,,HEXANOIC ACID,6332,,,1
HEXAZINONE,HEXAZINONE,HEXAZINONE,1871,Hexazinone,180.396,3
HEXYLENEGLYCOL,,HEXYLENE GLYCOL,1254,,,1
HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,2303,Hexythiazox,180.448,3
HISOL15,,HI-SOL 15,2594,,,1
HOMOBRASSINOLIDE,,HOMOBRASSINOLIDE,6146,,,1
HOMOSALATE,,HOMOSALATE,3231,,,1
HONEY,,HONEY,2595,,,1
HOPBETAACIDS,,HOP BETA ACIDS,6063,,,1
HOSTAPHATMDARN040,,HOSTAPHAT MDAR-N-040,2596,,,1
HOSTAPONTPOWDERHIGHLYCONCENTRATED,,HOSTAPON T POWDER HIGHLY CONCENTRATED,3942,,,1
HUMATES,,HUMATES (AS DERIVED FROM LENARDITE),6200,,,1
HUMIC,,HUMIC ACID,2597,,,1
HYDRAMETHYLNON,HYDRAMETHYLNON,HYDRAMETHYLNON,2203,Hydramethylnon,180.395,3
HYDRATEDLIME,HYDRATED LIME,,,,,1
HYDRAZINE,,HYDRAZINE,2598,,,1
HYDROCARBONSC9AROMATIC,,"HYDROCARBONS, C9, AROMATIC",6327,,,1
HYDROCARBYLPOLYALKYLENEOXIDE,,HYDROCARBYL POLYALKYLENE OXIDE,6096,,,1
HYDROCHLORIDE,,HYDROCHLORIDE SALT,4031,,,1
HYDROCORTISONE,,HYDROCORTISONE,964,,,1
HYDROFLUOROCARBON152A,,HYDROFLUOROCARBON 152A,2599,,,1
HYDROGENATEDCASTOROIL,,HYDROGENATED CASTOR OIL,3830,,,1
HYDROGENATEDCASTOROILETHOXYLATE,,HYDROGENATED CASTOR OIL ETHOXYLATE,3521,,,1
HYDROGENATEDDIMERDIFARNESENE,,HYDROGENATED DIMER DIFARNESENE,6424,,,1
HYDROGENATEDSOYBEANOIL,,HYDROGENATED SOYBEAN OIL,3670,,,1
HYDROGENATEDVEGETABLEOILS,,HYDROGENATED VEGETABLE OILS,5146,,,1
HYDROGENATEDWAXNEUTRALWAXANDALKALISOAPSOFFATTYACIDS,,"HYDROGENATED WAX, NEUTRAL WAX AND ALKALI SOAPS OF FATTY ACIDS",1368,,,1
HYDROGENCHLORIDE,,HYDROGEN CHLORIDE,329,,,1
HYDROGENCYANAMIDE,,HYDROGEN CYANAMIDE,2238,,,1
HYDROGENCYANIDE,,,,Hydrogen Cyanide,180.13,1
HYDROGENPEROXIDE,HYDROGEN PEROXIDE,HYDROGEN PEROXIDE,1794,,,2
HYDROPHOBICALLYMODIFIEDALKALISOLUBLEACRYLICPOLYMEREMULSION,,HYDROPHOBICALLY MODIFIED ALKALI SOLUBLE ACRYLIC POLYMER EMULSION,6431,,,1
HYDROPHOSPHOROUS,,HYDROPHOSPHOROUS ACID,2600,,,1
HYDROPRENE,,HYDROPRENE,2244,,,1
HYDROQUINONE,,HYDROQUINONE,3233,,,1
HYDROTREATEDPARAFFINICSOLVENT,,HYDROTREATED PARAFFINIC SOLVENT,2601,,,1
HYDROXYACETOCHLOR,,HYDROXYACETOCHLOR,6402,,,1
HYDROXYDIAZINON,,HYDROXYDIAZINON,6403,,,1
HYDROXYDIDEMETHYLFLUOMETURON,,HYDROXY DIDEMETHYL FLUOMETURON,6400,,,1
HYDROXYETHYLCELLULOSE,,HYDROXYETHYL CELLULOSE,1511,,,1
HYDROXYETHYLMETHYLSULFONE,,HYDROXYETHYL METHYL SULFONE,2604,,,1
HYDROXYETHYLOCTYLSULFIDEOTHERRELATED,,"HYDROXYETHYL OCTYL SULFIDE, OTHER RELATED",90926,,,1
HYDROXYFLUOMETURON,,HYDROXYFLUOMETURON,6404,,,1
HYDROXYLAMINESULFATE,,HYDROXYL AMINE SULFATE,3235,,,1
HYDROXYLPHENOLICCARBOXYLIC,,HYDROXYL PHENOLIC CARBOXYLIC ACID,2605,,,1
HYDROXYMERCURINITROPHENOL,,HYDROXY MERCURI NITROPHENOL,2606,,,1
HYDROXYMETHYL55DIMETHYLHYDANTOIN,,"HYDROXYMETHYL-5,5-DIMETHYL HYDANTOIN",2306,,,1
HYDROXYMETOLACHLOR,,HYDROXYMETOLACHLOR,6405,,,1
HYDROXYMONODEMETHYLFLUOMETURON,,HYDROXY MONODEMETHYL FLUOMETURON,6401,,,1
HYDROXYPROPYLMETHYLCELLULOSE,,HYDROXYPROPYL METHYL CELLULOSE,1969,,,1
HYDROXYSIMAZINE,,HYDROXYSIMAZINE,5030,,,1
HYDROXYTEBUTHIURON,,HYDROXYTEBUTHIURON,6406|6470,,,1
HYDROXYTHIOETHER,,HYDROXYTHIOETHER,6370,,,1
HYMECROMONE,,HYMECROMONE,3239,,,1
HYMEXAZOL,HYMEXAZOL,HYMEXAZOL,4034,,,2
HYPERMERPOLYMERICSURFACTANT,,HYPERMER POLYMERIC SURFACTANT,6289,,,1
HYPOCHLOROUS,,HYPOCHLOROUS ACID,5845,,,1
HYPOCREAVIRENSNRRL50824,,HYPOCREA VIRENS NRRL 50824,6448,,,1
IBA,IBA,IBA,323,,,2
IMAZALIL,IMAZALIL,IMAZALIL,2084,Imazalil,180.413,3
IMAZALILSULFATE,,IMAZALIL SULFATE,5906,,,1
IMAZAMETHABENZ,IMAZAMETHABENZ,IMAZAMETHABENZ,2240,,,2
IMAZAMETHABENZMETHYL,,,,Imazamethabenz-methyl,180.437,1
IMAZAMOX,IMAZAMOX,"IMAZAMOX|IMAZAMOX, AMMONIUM SALT",5756|5757,,,2
IMAZAPIC,IMAZAPIC,"IMAZAPIC|IMAZAPIC, AMMONIUM SALT",5097|5911,Imazapic,180.49,3
IMAZAPYR,IMAZAPYR,IMAZAPYR,2256,Imazapyr,180.5,3
IMAZAPYRISOPROPYLAMINE,,"IMAZAPYR, ISOPROPYLAMINE SALT",2257,,,1
IMAZAQUIN,IMAZAQUIN,"IMAZAQUIN|IMAZAQUIN, AMMONIUM SALT|IMAZAQUIN, SODIUM SALT",2613|3006|5109,,,2
IMAZETHAPYR,IMAZETHAPYR,"IMAZETHAPYR|IMAZETHAPYR, AMMONIUM SALT",2340|2341,Imazethapyr,180.447,3
IMAZOSULFURON,IMAZOSULFURON,IMAZOSULFURON,5987,Imazosulfuron,180.651,3
IMIDACLOPRID,IMIDACLOPRID,IMIDACLOPRID,3849,Imidacloprid,180.472,3
IMIDACLOPRIDGUANIDINE,,IMIDACLOPRID GUANIDINE,5900,,,1
IMIDACLOPRIDOLEFIN,,IMIDACLOPRID OLEFIN,5901,,,1
IMIDACLOPRIDOLEFINICGUANIDINE,,IMIDACLOPRID OLEFINIC-GUANIDINE,5902,,,1
IMIDACLOPRIDUREA,,IMIDACLOPRID UREA,5903,,,1
IMIPROTHRIN,,IMIPROTHRIN,5327,,,1
INDANOFAN,,INDANOFAN,6144,,,1
INDAZIFLAM,INDAZIFLAM,INDAZIFLAM,5999,Indaziflam,180.653,3
INDENO12E134OXADIAZINE4ACARBOXYLIC7CHLORO25DIHYDRO24PHENYLAMINOCARBONYLMETYL,,"INDENO[1,2-E][1,3,4}OXADIAZINE-4A(3H)CARBOXYLIC ACID,7-CHLORO-2,5-DIHYDRO-2-[[(METHOXYCARBONYL)[4-(TRIFLUORO-METHOXY)PHENYL]AMINO]CARBONYL]-METYL ESTER",4001,,,1
INDIANMEALMOTHGRANULOSISVIRUS,,INDIAN MEAL MOTH GRANULOSIS VIRUS,5752,,,1
INDIGOCARMINE,,INDIGO CARMINE,3530,,,1
INDOLE,,INDOLE,2614,,,1
INDOLE3ACETIC,,INDOLE-3-ACETIC ACID,6502,,,1
INDOLE3BUTANETHIOICSPHENYL,,"INDOLE-3-BUTANETHIOIC ACID, S-PHENYL ESTER",5099,,,1
INDOXACARB,INDOXACARB,INDOXACARB,5331,Indoxacarb,180.564,3
INERT,,INERT (VOC REEVALUATION),3973,,,1
INERTINGREDIENTS,,INERT INGREDIENTS,0,,,1
INERTINGREDIENTSAPPLIEDTOANIMALS,,,,Inert ingredients applied to animals,180.93,1
INERTINGREDIENTSUSEDPREANDPOSTHARVEST,,,,Inert ingredients used pre- and post-harvest,180.91,1
INERTINGREDIENTSUSEDPREHARVEST,,,,Inert ingredients used pre-harvest,180.92,1
INORGANICBROMIDERESIDUESRESULTINGFROMFUMIGATIONWITHMETHYLBROMIDE,,,,Inorganic bromide residues resulting from fumigation with methyl bromide,180.123,1
INORGANICPHOSPHATE,,INORGANIC PHOSPHATE,3671,,,1
INPYRFLUXAM,,,,Inpyrfluxam,180.712,1
INSTEX10100COLORCONCENTRATE,,INSTEX 10100 COLOR CONCENTRATE (BLACK),2615,,,1
INTERIMTOLERANCES,,,,Interim tolerances.,180.319,1
INVERTSUGAR,,INVERT SUGAR,3672,,,1
INVERTSYRUP,,INVERT SYRUP,3673,,,1
IODIDE,,IODIDE,6060,,,1
IODINE,,IODINE,718,,,1
IODOSULFURON,IODOSULFURON,,,,,1
IODOSULFURONMETHYLSODIUM,,IODOSULFURON-METHYL-SODIUM,6015,Iodosulfuron-Methyl-Sodium,180.58,2
IOXYNIL,,IOXYNIL,2616,,,1
IPCONAZOLE,IPCONAZOLE,IPCONAZOLE,5978,Ipconazole,180.646,3
IPFENCARBAZONE,,IPFENCARBAZONE,6227,,,1
IPFLUFENOQUIN,,,,Ipflufenoquin,180.719,1
IPRODIONE,IPRODIONE,IPRODIONE,2081,Iprodione,180.399,3
IPROVALICARB,,IPROVALICARB,5938,Iprovalicarb,180.581,2
IRGANOX1010,,IRGANOX 1010,3523,,,1
IRGANOX1076,,IRGANOX 1076,2617,,,1
IRON,,IRON,655,,,1
IRONHEDTA,,IRON HEDTA,5968,,,1
IRONOXIDEPIGMENT,,IRON OXIDE PIGMENT,2618,,,1
IRONPHOSPHATE,,IRON PHOSPHATE,5014,,,1
ISARIAFUMOSOROSEASTRAINFE9901,,ISARIA FUMOSOROSEA STRAIN FE 9901,6079,,,1
ISAZOPHOS,,ISAZOPHOS,2282,,,1
ISOAMYLACETATE,,ISOAMYL ACETATE,1422,,,1
ISOASCORBIC,,"ISOASCORBIC ACID, SODIUM SALT",2619,,,1
ISOBORNYLACETATE,,ISOBORNYL ACETATE,2620,,,1
ISOBUTANE,,ISOBUTANE,2621,,,1
ISOBUTYLACETATE,,ISOBUTYL ACETATE,3241,,,1
ISOBUTYLALCOHOL,,ISOBUTYL ALCOHOL,2622,,,1
ISOBUTYRIC,,ISOBUTYRIC ACID,2110,,,1
ISOCARBOPHOS,,ISOCARBOPHOS,2414,,,1
ISOCYCLOSERAM,,,,Isocycloseram,180.73,1
ISODECYLALCOHOL,,ISODECYL ALCOHOL,3242,,,1
ISOFENPHOS,,ISOFENPHOS,2194,,,1
ISOFETAMID,,ISOFETAMID,6114,Isofetamid,180.681,2
ISOLATEDTRICHODERMAKONINGOPSISIB5612,,ISOLATED TRICHODERMA KONINGOPSIS IB 56/12,6500,,,1
ISOOCTYLACRYLATESTEARYLMETHACRYLATEACRYLICCOPOLYMER,,ISOOCTYL ACRYLATE-STEARYL METHACRYLATE-ACRYLIC ACID COPOLYMER,3008,,,1
ISOOCTYLDIPHENYLPHOSPHITE,,ISOOCTYL DIPHENYL PHOSPHITE,3243,,,1
ISOOCTYLPHOSPHATE,,ISOOCTYL PHOSPHATE,3258,,,1
ISOOCTYLPHTHALATE,,ISOOCTYL PHTHALATE,2262,,,1
ISOPARAFFINC11C12,,"ISOPARAFFIN, C11-C12",2623,,,1
ISOPARAFFINC12C14,,"ISOPARAFFIN, C12-C14",2624,,,1
ISOPARAFFINICHYDROCARBONS,,ISOPARAFFINIC HYDROCARBONS,1641,,,1
ISOPENTANE,,ISOPENTANE,3244,,,1
ISOPHORONEDIISOCYANATE,,ISOPHORONE DIISOCYANATE,6315,,,1
ISOPROPALIN,,ISOPROPALIN,1681,,,1
ISOPROPANOLAMINENITRITE,,ISOPROPANOLAMINE NITRITE,3245,,,1
ISOPROPYLALCOHOL,,ISOPROPYL ALCOHOL,342,,,1
ISOPROPYLAMINE,,ISOPROPYLAMINE,3246,,,1
ISOPROPYLAMINEDODECYLBENZENESULFONATE,,ISOPROPYLAMINE DODECYLBENZENE SULFONATE,3247,,,1
ISOPROPYLAMINEMETHYLNAPHTHALENESULFONATE,,ISOPROPYLAMINE METHYL NAPHTHALENE SULFONATE,3248,,,1
ISOPROPYLAMINEOFOLEYLISOPROPANOLAMIDESULFOSICCINIC,,ISOPROPYLAMINE SALT OF OLEYL ISOPROPANOLAMIDE SULFOSICCINIC ACID,3249,,,1
ISOPROPYLAMINEOFSTEAROYLISOPROPANOLAMIDESULFOSUCCINIC,,ISOPROPYLAMINE SALT OF STEAROYL ISOPROPANOLAMIDE SULFOSUCCINIC ACID,3250,,,1
ISOPROPYLAMINESULFATE,,ISOPROPYLAMINE SULFATE,3251,,,1
ISOPROPYLAMINESULFONATE,,ISOPROPYLAMINE SULFONATE,3252,,,1
ISOPROPYLATEDNAPHTHALENESULFONIC,,"ISOPROPYLATED NAPHTHALENESULFONIC ACID, SODIUM SALT",3931,,,1
ISOPROPYLHYDROXYAMINENITRITE,,ISOPROPYL HYDROXYAMINE NITRITE,3253,,,1
ISOPROPYLLANOLIN,,ISOPROPYL LANOLIN,1191,,,1
ISOPROPYLMYRISTATE,,ISOPROPYL MYRISTATE,2626,,,1
ISOPROPYLPALMITATE,,ISOPROPYL PALMITATE,3255,,,1
ISOPROPYLPHENOL,,ISOPROPYL PHENOL,3256,,,1
ISOPROTHIOLANE,,,,Isoprothiolane,180.721,1
ISOPYRAZAM,,,,Isopyrazam,180.654,1
ISOSTEARIC,,ISOSTEARIC ACID,3257,,,1
ISOSTEARYLALCOHOL,,ISOSTEARYL ALCOHOL,2627,,,1
ISOTIANIL,,ISOTIANIL,6166,Isotianil,180.708,2
ISOXABEN,ISOXABEN,ISOXABEN,2289,Isoxaben,180.65,3
ISOXADIFENETHYL,,,,Isoxadifen-ethyl,180.57,1
ISOXAFLUTOLE,ISOXAFLUTOLE,ISOXAFLUTOLE,6209,Isoxaflutole,180.537,3
IVORYSNOW,,IVORY SNOW,3674,,,1
JAGUAR,,JAGUAR,2146,,,1
KAOLIN,,KAOLIN,2629,,,1
KAOLINCLAY,KAOLIN CLAY,,,,,1
KARBUTILATE,,KARBUTILATE,691,,,1
KASUGAMYCIN,,,,Kasugamycin,180.614,1
KASUGAMYCINHYDROCHLORIDE,,KASUGAMYCIN HYDROCHLORIDE,6197,,,1
KEROSENE,,KEROSENE,2071,,,1
KINOPRENE,KINOPRENE,(S)-KINOPRENE|KINOPRENE,1949|3936,,,2
KMSPRAYOIL,,KM SPRAY OIL,2631,,,1
KRESOXIMMETHYL,KRESOXIM-METHYL,KRESOXIM-METHYL,5451,Kresoxim-methyl,180.554,3
LACTIC,,LACTIC ACID,1667,,,1
LACTICETHYL,,"LACTIC ACID, ETHYL ESTER",6441,,,1
LACTOFEN,LACTOFEN,LACTOFEN,3538,Lactofen,180.432,3
LACTOSE,,LACTOSE,1400,,,1
LAGENIDIUMGIGANTEUM,,LAGENIDIUM GIGANTEUM (CALIFORNIA STRAIN),3001,,,1
LAMBDACYHALOTHRIN,,LAMBDA-CYHALOTHRIN,2297,,,1
LAMBDACYHALOTHRINANDANISOMERGAMMACYHALOTHRIN,,,,Lambda-cyhalothrin and an isomer gamma-cyhalothrin,180.438,1
LAMINARIN,,LAMINARIN,6229,,,1
LANOLIN,,LANOLIN,1145,,,1
LANOLINOIL,,LANOLIN OIL,2633,,,1
LAPYRIUMCHLORIDE,,LAPYRIUM CHLORIDE,3259,,,1
LARD,,LARD,3675,,,1
LATEXPAINT,,LATEX PAINT,2634,,,1
