compound,biota_group,use_2018_Mkg_high,use_2018_Mkg_low,n_studies,n_tests,tier,tier_generous,tier_label,cas_resolution,n_cas_matched
PROPAMOCARB HCL,Springtails & soil mites,0.0627807,0.044257300000000006,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
PROPAMOCARB HCL,Mycorrhizal fungi,0.0627807,0.044257300000000006,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(2),3
PROPAMOCARB HCL,Soil bacteria & protozoa,0.0627807,0.044257300000000006,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FLUAZINAM,Earthworms & potworms,0.0617599,0.0445976,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUAZINAM,Springtails & soil mites,0.0617599,0.0445976,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUAZINAM,Mycorrhizal fungi,0.0617599,0.0445976,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUAZINAM,Soil bacteria & protozoa,0.0617599,0.0445976,0.0,0.0,0.0,0.0,No record,dtxsid,1
TOPRAMEZONE,Earthworms & potworms,0.0579328,0.0464741,0.0,0.0,0.0,0.0,No record,dtxsid,1
TOPRAMEZONE,Springtails & soil mites,0.0579328,0.0464741,0.0,0.0,0.0,0.0,No record,dtxsid,1
TOPRAMEZONE,Mycorrhizal fungi,0.0579328,0.0464741,0.0,0.0,0.0,0.0,No record,dtxsid,1
TOPRAMEZONE,Soil bacteria & protozoa,0.0579328,0.0464741,0.0,0.0,0.0,0.0,No record,dtxsid,1
CARFENTRAZONE-ETHYL,Earthworms & potworms,0.0575332,0.0345798,0.0,0.0,0.0,0.0,No record,dtxsid,1
CARFENTRAZONE-ETHYL,Springtails & soil mites,0.0575332,0.0345798,0.0,0.0,0.0,0.0,No record,dtxsid,1
CARFENTRAZONE-ETHYL,Mycorrhizal fungi,0.0575332,0.0345798,0.0,0.0,0.0,0.0,No record,dtxsid,1
CARFENTRAZONE-ETHYL,Soil bacteria & protozoa,0.0575332,0.0345798,0.0,0.0,0.0,0.0,No record,dtxsid,1
QUIZALOFOP,Earthworms & potworms,0.056891199999999996,0.025980700000000002,3.0,5.0,2.0,2.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(5),6
QUIZALOFOP,Springtails & soil mites,0.056891199999999996,0.025980700000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
QUIZALOFOP,Mycorrhizal fungi,0.056891199999999996,0.025980700000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
QUIZALOFOP,Soil bacteria & protozoa,0.056891199999999996,0.025980700000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
IMAZAQUIN,Earthworms & potworms,0.0557314,0.0117275,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
IMAZAQUIN,Springtails & soil mites,0.0557314,0.0117275,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
IMAZAQUIN,Mycorrhizal fungi,0.0557314,0.0117275,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(3),4
IMAZAQUIN,Soil bacteria & protozoa,0.0557314,0.0117275,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
CYPRODINIL,Earthworms & potworms,0.050783699999999994,0.049136,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CYPRODINIL,Springtails & soil mites,0.050783699999999994,0.049136,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CYPRODINIL,Mycorrhizal fungi,0.050783699999999994,0.049136,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CYPRODINIL,Soil bacteria & protozoa,0.050783699999999994,0.049136,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
SULFOXAFLOR,Earthworms & potworms,0.0494501,0.0332977,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOXAFLOR,Springtails & soil mites,0.0494501,0.0332977,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOXAFLOR,Mycorrhizal fungi,0.0494501,0.0332977,0.0,0.0,0.0,0.0,No record,dtxsid,1
SULFOXAFLOR,Soil bacteria & protozoa,0.0494501,0.0332977,0.0,0.0,0.0,0.0,No record,dtxsid,1
NAPROPAMIDE,Earthworms & potworms,0.0487777,0.0381241,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
NAPROPAMIDE,Springtails & soil mites,0.0487777,0.0381241,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
NAPROPAMIDE,Mycorrhizal fungi,0.0487777,0.0381241,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
NAPROPAMIDE,Soil bacteria & protozoa,0.0487777,0.0381241,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
SPINETORAM,Earthworms & potworms,0.044706,0.0339697,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SPINETORAM,Springtails & soil mites,0.044706,0.0339697,2.0,5.0,1.0,1.0,"Lab, not in soil",dtxsid+name_family(1),2
SPINETORAM,Mycorrhizal fungi,0.044706,0.0339697,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SPINETORAM,Soil bacteria & protozoa,0.044706,0.0339697,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHENAMID,Earthworms & potworms,0.0447037,0.0136229,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHENAMID,Springtails & soil mites,0.0447037,0.0136229,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHENAMID,Mycorrhizal fungi,0.0447037,0.0136229,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
DIMETHENAMID,Soil bacteria & protozoa,0.0447037,0.0136229,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CYCLANILIDE,Earthworms & potworms,0.0431431,0.036130800000000005,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYCLANILIDE,Springtails & soil mites,0.0431431,0.036130800000000005,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYCLANILIDE,Mycorrhizal fungi,0.0431431,0.036130800000000005,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYCLANILIDE,Soil bacteria & protozoa,0.0431431,0.036130800000000005,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIROTETRAMAT,Earthworms & potworms,0.039859,0.036655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SPIROTETRAMAT,Springtails & soil mites,0.039859,0.036655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SPIROTETRAMAT,Mycorrhizal fungi,0.039859,0.036655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
SPIROTETRAMAT,Soil bacteria & protozoa,0.039859,0.036655,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRI-ALLATE,Earthworms & potworms,0.039476800000000006,0.0159643,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRI-ALLATE,Springtails & soil mites,0.039476800000000006,0.0159643,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRI-ALLATE,Mycorrhizal fungi,0.039476800000000006,0.0159643,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRI-ALLATE,Soil bacteria & protozoa,0.039476800000000006,0.0159643,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRIBENURON METHYL,Earthworms & potworms,0.038622,0.0317454,1.0,3.0,0.0,3.0,No record,dtxsid+name_family(1),2
TRIBENURON METHYL,Springtails & soil mites,0.038622,0.0317454,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRIBENURON METHYL,Mycorrhizal fungi,0.038622,0.0317454,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRIBENURON METHYL,Soil bacteria & protozoa,0.038622,0.0317454,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
METSULFURON,Earthworms & potworms,0.037253800000000004,0.0290505,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(5),6
METSULFURON,Springtails & soil mites,0.037253800000000004,0.0290505,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
METSULFURON,Mycorrhizal fungi,0.037253800000000004,0.0290505,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
METSULFURON,Soil bacteria & protozoa,0.037253800000000004,0.0290505,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
ALPHA CYPERMETHRIN,Earthworms & potworms,0.036833199999999996,0.0092747,,,,,CAS unresolved,unresolved,0
ALPHA CYPERMETHRIN,Springtails & soil mites,0.036833199999999996,0.0092747,,,,,CAS unresolved,unresolved,0
ALPHA CYPERMETHRIN,Mycorrhizal fungi,0.036833199999999996,0.0092747,,,,,CAS unresolved,unresolved,0
ALPHA CYPERMETHRIN,Soil bacteria & protozoa,0.036833199999999996,0.0092747,,,,,CAS unresolved,unresolved,0
ESFENVALERATE,Earthworms & potworms,0.0365756,0.014921799999999999,1.0,1.0,0.0,3.0,No record,dtxsid,1
ESFENVALERATE,Springtails & soil mites,0.0365756,0.014921799999999999,1.0,4.0,0.0,3.0,No record,dtxsid,1
ESFENVALERATE,Mycorrhizal fungi,0.0365756,0.014921799999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
ESFENVALERATE,Soil bacteria & protozoa,0.0365756,0.014921799999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENOXAPROP,Earthworms & potworms,0.0365037,0.0253898,1.0,1.0,0.0,2.0,No record,dtxsid+name_family(6),7
FENOXAPROP,Springtails & soil mites,0.0365037,0.0253898,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
FENOXAPROP,Mycorrhizal fungi,0.0365037,0.0253898,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
FENOXAPROP,Soil bacteria & protozoa,0.0365037,0.0253898,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
CYHALOFOP,Earthworms & potworms,0.0364694,0.035339699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CYHALOFOP,Springtails & soil mites,0.0364694,0.035339699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CYHALOFOP,Mycorrhizal fungi,0.0364694,0.035339699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CYHALOFOP,Soil bacteria & protozoa,0.0364694,0.035339699999999995,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
ZINC,Earthworms & potworms,0.0353642,0.009508899999999999,4.0,7.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
ZINC,Springtails & soil mites,0.0353642,0.009508899999999999,2.0,2.0,2.0,2.0,"Lab, in soil, acute (<=14 d)",dtxsid,1
ZINC,Mycorrhizal fungi,0.0353642,0.009508899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
ZINC,Soil bacteria & protozoa,0.0353642,0.009508899999999999,0.0,0.0,0.0,0.0,No record,dtxsid,1
BROMACIL,Earthworms & potworms,0.0350566,0.027543899999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BROMACIL,Springtails & soil mites,0.0350566,0.027543899999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BROMACIL,Mycorrhizal fungi,0.0350566,0.027543899999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
BROMACIL,Soil bacteria & protozoa,0.0350566,0.027543899999999996,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FLUCARBAZONE,Earthworms & potworms,0.0339455,0.025607599999999998,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FLUCARBAZONE,Springtails & soil mites,0.0339455,0.025607599999999998,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FLUCARBAZONE,Mycorrhizal fungi,0.0339455,0.025607599999999998,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
FLUCARBAZONE,Soil bacteria & protozoa,0.0339455,0.025607599999999998,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIAZINON,Earthworms & potworms,0.033203699999999996,0.033418,9.0,39.0,4.0,5.0,"Field, single season (<1 yr)",dtxsid,1
DIAZINON,Springtails & soil mites,0.033203699999999996,0.033418,3.0,4.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid,1
DIAZINON,Mycorrhizal fungi,0.033203699999999996,0.033418,0.0,0.0,0.0,0.0,No record,dtxsid,1
DIAZINON,Soil bacteria & protozoa,0.033203699999999996,0.033418,0.0,0.0,0.0,0.0,No record,dtxsid,1
STREPTOMYCIN,Earthworms & potworms,0.0329622,0.0303348,,,,,CAS unresolved,unresolved,0
STREPTOMYCIN,Springtails & soil mites,0.0329622,0.0303348,,,,,CAS unresolved,unresolved,0
STREPTOMYCIN,Mycorrhizal fungi,0.0329622,0.0303348,,,,,CAS unresolved,unresolved,0
STREPTOMYCIN,Soil bacteria & protozoa,0.0329622,0.0303348,,,,,CAS unresolved,unresolved,0
DIFLUBENZURON,Earthworms & potworms,0.0326195,0.0253836,1.0,2.0,0.0,4.0,No record,dtxsid+name_family(2),3
DIFLUBENZURON,Springtails & soil mites,0.0326195,0.0253836,3.0,13.0,4.0,4.0,"Field, single season (<1 yr)",dtxsid+name_family(2),3
DIFLUBENZURON,Mycorrhizal fungi,0.0326195,0.0253836,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
DIFLUBENZURON,Soil bacteria & protozoa,0.0326195,0.0253836,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
TRIASULFURON,Earthworms & potworms,0.0319271,0.014693,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
TRIASULFURON,Springtails & soil mites,0.0319271,0.014693,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
TRIASULFURON,Mycorrhizal fungi,0.0319271,0.014693,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
TRIASULFURON,Soil bacteria & protozoa,0.0319271,0.014693,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FLUPYRADIFURONE,Earthworms & potworms,0.0318234,0.0253055,,,,,CAS unresolved,unresolved,0
FLUPYRADIFURONE,Springtails & soil mites,0.0318234,0.0253055,,,,,CAS unresolved,unresolved,0
FLUPYRADIFURONE,Mycorrhizal fungi,0.0318234,0.0253055,,,,,CAS unresolved,unresolved,0
FLUPYRADIFURONE,Soil bacteria & protozoa,0.0318234,0.0253055,,,,,CAS unresolved,unresolved,0
SPIRODICLOFEN,Earthworms & potworms,0.0317115,0.019633900000000003,1.0,1.0,0.0,3.0,No record,dtxsid,1
SPIRODICLOFEN,Springtails & soil mites,0.0317115,0.019633900000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIRODICLOFEN,Mycorrhizal fungi,0.0317115,0.019633900000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
SPIRODICLOFEN,Soil bacteria & protozoa,0.0317115,0.019633900000000003,0.0,0.0,0.0,0.0,No record,dtxsid,1
TRIFLUMIZOLE,Earthworms & potworms,0.0312058,0.0323251,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRIFLUMIZOLE,Springtails & soil mites,0.0312058,0.0323251,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRIFLUMIZOLE,Mycorrhizal fungi,0.0312058,0.0323251,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
TRIFLUMIZOLE,Soil bacteria & protozoa,0.0312058,0.0323251,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
IPRODIONE,Earthworms & potworms,0.030931200000000002,0.022528700000000002,1.0,2.0,0.0,4.0,No record,dtxsid+name_family(4),5
IPRODIONE,Springtails & soil mites,0.030931200000000002,0.022528700000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
IPRODIONE,Mycorrhizal fungi,0.030931200000000002,0.022528700000000002,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(4),5
IPRODIONE,Soil bacteria & protozoa,0.030931200000000002,0.022528700000000002,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
METIRAM,Earthworms & potworms,0.030833100000000002,0.025091,0.0,0.0,0.0,0.0,No record,dtxsid,1
METIRAM,Springtails & soil mites,0.030833100000000002,0.025091,0.0,0.0,0.0,0.0,No record,dtxsid,1
METIRAM,Mycorrhizal fungi,0.030833100000000002,0.025091,0.0,0.0,0.0,0.0,No record,dtxsid,1
METIRAM,Soil bacteria & protozoa,0.030833100000000002,0.025091,0.0,0.0,0.0,0.0,No record,dtxsid,1
ACETAMIPRID,Earthworms & potworms,0.0297455,0.0230253,9.0,22.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(9),10
ACETAMIPRID,Springtails & soil mites,0.0297455,0.0230253,4.0,8.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(9),10
ACETAMIPRID,Mycorrhizal fungi,0.0297455,0.0230253,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
ACETAMIPRID,Soil bacteria & protozoa,0.0297455,0.0230253,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(9),10
HALOSULFURON,Earthworms & potworms,0.0293573,0.0218946,,,,,CAS unresolved,unresolved,0
HALOSULFURON,Springtails & soil mites,0.0293573,0.0218946,,,,,CAS unresolved,unresolved,0
HALOSULFURON,Mycorrhizal fungi,0.0293573,0.0218946,,,,,CAS unresolved,unresolved,0
HALOSULFURON,Soil bacteria & protozoa,0.0293573,0.0218946,,,,,CAS unresolved,unresolved,0
BUPROFEZIN,Earthworms & potworms,0.028919300000000002,0.0276883,3.0,5.0,2.0,3.0,"Lab, in soil, acute (<=14 d)",dtxsid+name_family(4),5
BUPROFEZIN,Springtails & soil mites,0.028919300000000002,0.0276883,1.0,1.0,0.0,3.0,No record,dtxsid+name_family(4),5
BUPROFEZIN,Mycorrhizal fungi,0.028919300000000002,0.0276883,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
BUPROFEZIN,Soil bacteria & protozoa,0.028919300000000002,0.0276883,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
HEXYTHIAZOX,Earthworms & potworms,0.028829900000000002,0.0109684,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXYTHIAZOX,Springtails & soil mites,0.028829900000000002,0.0109684,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXYTHIAZOX,Mycorrhizal fungi,0.028829900000000002,0.0109684,0.0,0.0,0.0,0.0,No record,dtxsid,1
HEXYTHIAZOX,Soil bacteria & protozoa,0.028829900000000002,0.0109684,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORETHOXYFOS,Earthworms & potworms,0.02858,0.0062363,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORETHOXYFOS,Springtails & soil mites,0.02858,0.0062363,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORETHOXYFOS,Mycorrhizal fungi,0.02858,0.0062363,0.0,0.0,0.0,0.0,No record,dtxsid,1
CHLORETHOXYFOS,Soil bacteria & protozoa,0.02858,0.0062363,0.0,0.0,0.0,0.0,No record,dtxsid,1
CLOTHIANIDIN,Earthworms & potworms,0.028486099999999997,0.0137843,12.0,20.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(6),7
CLOTHIANIDIN,Springtails & soil mites,0.028486099999999997,0.0137843,5.0,15.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(6),7
CLOTHIANIDIN,Mycorrhizal fungi,0.028486099999999997,0.0137843,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
CLOTHIANIDIN,Soil bacteria & protozoa,0.028486099999999997,0.0137843,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(6),7
CYMOXANIL,Earthworms & potworms,0.0281293,0.0215621,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
CYMOXANIL,Springtails & soil mites,0.0281293,0.0215621,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
CYMOXANIL,Mycorrhizal fungi,0.0281293,0.0215621,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
CYMOXANIL,Soil bacteria & protozoa,0.0281293,0.0215621,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(14),15
CHLORSULFURON,Earthworms & potworms,0.027562200000000002,0.0163924,1.0,1.0,0.0,5.0,No record,dtxsid+name_family(1),2
CHLORSULFURON,Springtails & soil mites,0.027562200000000002,0.0163924,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CHLORSULFURON,Mycorrhizal fungi,0.027562200000000002,0.0163924,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
CHLORSULFURON,Soil bacteria & protozoa,0.027562200000000002,0.0163924,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
HYDROGEN PEROXIDE,Earthworms & potworms,0.027460099999999998,0.0031859,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
HYDROGEN PEROXIDE,Springtails & soil mites,0.027460099999999998,0.0031859,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
HYDROGEN PEROXIDE,Mycorrhizal fungi,0.027460099999999998,0.0031859,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
HYDROGEN PEROXIDE,Soil bacteria & protozoa,0.027460099999999998,0.0031859,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
FENPROPATHRIN,Earthworms & potworms,0.026384,0.0259925,1.0,2.0,0.0,2.0,No record,dtxsid,1
FENPROPATHRIN,Springtails & soil mites,0.026384,0.0259925,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENPROPATHRIN,Mycorrhizal fungi,0.026384,0.0259925,0.0,0.0,0.0,0.0,No record,dtxsid,1
FENPROPATHRIN,Soil bacteria & protozoa,0.026384,0.0259925,0.0,0.0,0.0,0.0,No record,dtxsid,1
FLUMICLORAC,Earthworms & potworms,0.0260986,0.007155399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMICLORAC,Springtails & soil mites,0.0260986,0.007155399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMICLORAC,Mycorrhizal fungi,0.0260986,0.007155399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
FLUMICLORAC,Soil bacteria & protozoa,0.0260986,0.007155399999999999,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(1),2
THIRAM,Earthworms & potworms,0.0257212,0.0257212,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
THIRAM,Springtails & soil mites,0.0257212,0.0257212,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
THIRAM,Mycorrhizal fungi,0.0257212,0.0257212,2.0,7.0,3.0,4.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(4),5
THIRAM,Soil bacteria & protozoa,0.0257212,0.0257212,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(4),5
PYRIPROXYFEN,Earthworms & potworms,0.0243712,0.0076226,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
PYRIPROXYFEN,Springtails & soil mites,0.0243712,0.0076226,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
PYRIPROXYFEN,Mycorrhizal fungi,0.0243712,0.0076226,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
PYRIPROXYFEN,Soil bacteria & protozoa,0.0243712,0.0076226,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(7),8
SPINOSYN,Earthworms & potworms,0.023976900000000002,0.017975900000000003,,,,,CAS unresolved,unresolved,0
SPINOSYN,Springtails & soil mites,0.023976900000000002,0.017975900000000003,,,,,CAS unresolved,unresolved,0
SPINOSYN,Mycorrhizal fungi,0.023976900000000002,0.017975900000000003,,,,,CAS unresolved,unresolved,0
SPINOSYN,Soil bacteria & protozoa,0.023976900000000002,0.017975900000000003,,,,,CAS unresolved,unresolved,0
PYROXSULAM,Earthworms & potworms,0.0232925,0.020748700000000002,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXSULAM,Springtails & soil mites,0.0232925,0.020748700000000002,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXSULAM,Mycorrhizal fungi,0.0232925,0.020748700000000002,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYROXSULAM,Soil bacteria & protozoa,0.0232925,0.020748700000000002,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRITHIOBAC-SODIUM,Earthworms & potworms,0.0231202,0.0162886,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRITHIOBAC-SODIUM,Springtails & soil mites,0.0231202,0.0162886,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRITHIOBAC-SODIUM,Mycorrhizal fungi,0.0231202,0.0162886,0.0,0.0,0.0,0.0,No record,dtxsid,1
PYRITHIOBAC-SODIUM,Soil bacteria & protozoa,0.0231202,0.0162886,0.0,0.0,0.0,0.0,No record,dtxsid,1
CYANTRANILIPROLE,Earthworms & potworms,0.0228527,0.020332299999999998,,,,,CAS unresolved,unresolved,0
CYANTRANILIPROLE,Springtails & soil mites,0.0228527,0.020332299999999998,,,,,CAS unresolved,unresolved,0
CYANTRANILIPROLE,Mycorrhizal fungi,0.0228527,0.020332299999999998,,,,,CAS unresolved,unresolved,0
CYANTRANILIPROLE,Soil bacteria & protozoa,0.0228527,0.020332299999999998,,,,,CAS unresolved,unresolved,0
FOSETYL,Earthworms & potworms,0.0228038,0.0175021,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FOSETYL,Springtails & soil mites,0.0228038,0.0175021,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FOSETYL,Mycorrhizal fungi,0.0228038,0.0175021,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
FOSETYL,Soil bacteria & protozoa,0.0228038,0.0175021,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(3),4
OXYTETRACYCLINE,Earthworms & potworms,0.0226388,0.020661,3.0,5.0,3.0,3.0,"Lab, in soil, chronic (>14 d)",dtxsid+name_family(5),6
OXYTETRACYCLINE,Springtails & soil mites,0.0226388,0.020661,2.0,2.0,1.0,3.0,"Lab, not in soil",dtxsid+name_family(5),6
OXYTETRACYCLINE,Mycorrhizal fungi,0.0226388,0.020661,1.0,1.0,0.0,1.0,No record,dtxsid+name_family(5),6
OXYTETRACYCLINE,Soil bacteria & protozoa,0.0226388,0.020661,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(5),6
CUPROUS OXIDE,Earthworms & potworms,0.0225676,0.0201158,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CUPROUS OXIDE,Springtails & soil mites,0.0225676,0.0201158,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CUPROUS OXIDE,Mycorrhizal fungi,0.0225676,0.0201158,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
CUPROUS OXIDE,Soil bacteria & protozoa,0.0225676,0.0201158,0.0,0.0,0.0,0.0,No record,dtxsid+name_family(2),3
IMAZAPIC,Earthworms & potworms,0.0212794,0.0193633,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZAPIC,Springtails & soil mites,0.0212794,0.0193633,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZAPIC,Mycorrhizal fungi,0.0212794,0.0193633,0.0,0.0,0.0,0.0,No record,dtxsid,1
IMAZAPIC,Soil bacteria & protozoa,0.0212794,0.0193633,0.0,0.0,0.0,0.0,No record,dtxsid,1
NOVALURON,Earthworms & potworms,0.020979,0.0137519,0.0,0.0,0.0,0.0,No record,dtxsid,1
